2025-11-22 17:43:12 | INFO | factuality_eval | File logging enabled | log_path=/Users/aszelestey/projects/AdversaRiskQA/logs/qwen3_30b_non_adversarial.log
2025-11-22 17:43:12 | INFO | factuality_eval | Starting factuality evaluation | fact_extraction_model=gpt-5-mini | fact_validation_model=gpt-5-mini | mode=batch
2025-11-22 17:43:12 | INFO | factuality_eval | Loading dataset | input_path=/Users/aszelestey/projects/AdversaRiskQA/data/results/factuality_evaluations/non_adversial/Qwen-Qwen3-30B-Instruct-2507/Qwen-Qwen3-30B-A3B-Instruct-2507-finance_advanced_golden_non_ad.json
2025-11-22 17:44:01 | INFO | factuality_eval | Successfully extracted facts | question_id=13 | num_facts=8
2025-11-22 17:44:01 | INFO | factuality_eval | Fact extraction succeeded | question_index=13 | num_facts=8
2025-11-22 17:44:01 | INFO | factuality_eval | Successfully extracted facts | question_id=14 | num_facts=10
2025-11-22 17:44:01 | INFO | factuality_eval | Fact extraction succeeded | question_index=14 | num_facts=10
2025-11-22 17:44:02 | INFO | factuality_eval | Successfully extracted facts | question_id=15 | num_facts=5
2025-11-22 17:44:02 | INFO | factuality_eval | Fact extraction succeeded | question_index=15 | num_facts=5
2025-11-22 17:44:04 | INFO | factuality_eval | Successfully extracted facts | question_id=19 | num_facts=14
2025-11-22 17:44:04 | INFO | factuality_eval | Fact extraction succeeded | question_index=19 | num_facts=14
2025-11-22 17:44:07 | INFO | factuality_eval | Successfully extracted facts | question_id=16 | num_facts=5
2025-11-22 17:44:07 | INFO | factuality_eval | Fact extraction succeeded | question_index=16 | num_facts=5
2025-11-22 17:44:26 | INFO | factuality_eval | Successfully extracted facts | question_id=10 | num_facts=11
2025-11-22 17:44:26 | INFO | factuality_eval | Fact extraction succeeded | question_index=10 | num_facts=11
2025-11-22 17:44:26 | INFO | factuality_eval | Completed fact extraction batch | batch_index=2
2025-11-22 17:44:26 | INFO | factuality_eval | Starting fact extraction batch | batch_index=3 | batch_size=10
2025-11-22 17:44:26 | DEBUG | factuality_eval | Extracting facts from answer | question_id=20 | answer_length=510
2025-11-22 17:44:26 | DEBUG | factuality_eval | Extracting facts from answer | question_id=21 | answer_length=690
2025-11-22 17:44:26 | DEBUG | factuality_eval | Extracting facts from answer | question_id=22 | answer_length=588
2025-11-22 17:44:26 | DEBUG | factuality_eval | Extracting facts from answer | question_id=23 | answer_length=481
2025-11-22 17:44:26 | DEBUG | factuality_eval | Extracting facts from answer | question_id=24 | answer_length=586
2025-11-22 17:44:26 | DEBUG | factuality_eval | Extracting facts from answer | question_id=25 | answer_length=586
2025-11-22 17:44:26 | DEBUG | factuality_eval | Extracting facts from answer | question_id=26 | answer_length=401
2025-11-22 17:44:26 | DEBUG | factuality_eval | Extracting facts from answer | question_id=27 | answer_length=674
2025-11-22 17:44:26 | DEBUG | factuality_eval | Extracting facts from answer | question_id=28 | answer_length=401
2025-11-22 17:44:26 | DEBUG | factuality_eval | Extracting facts from answer | question_id=29 | answer_length=586
2025-11-22 17:44:32 | INFO | factuality_eval | Successfully extracted facts | question_id=26 | num_facts=7
2025-11-22 17:44:32 | INFO | factuality_eval | Fact extraction succeeded | question_index=26 | num_facts=7
2025-11-22 17:44:34 | INFO | factuality_eval | Successfully extracted facts | question_id=25 | num_facts=13
2025-11-22 17:44:34 | INFO | factuality_eval | Fact extraction succeeded | question_index=25 | num_facts=13
2025-11-22 17:44:34 | INFO | factuality_eval | Successfully extracted facts | question_id=21 | num_facts=14
2025-11-22 17:44:34 | INFO | factuality_eval | Fact extraction succeeded | question_index=21 | num_facts=14
2025-11-22 17:44:38 | INFO | factuality_eval | Successfully extracted facts | question_id=20 | num_facts=5
2025-11-22 17:44:38 | INFO | factuality_eval | Fact extraction succeeded | question_index=20 | num_facts=5
2025-11-22 17:44:40 | INFO | factuality_eval | Successfully extracted facts | question_id=28 | num_facts=7
2025-11-22 17:44:40 | INFO | factuality_eval | Fact extraction succeeded | question_index=28 | num_facts=7
2025-11-22 17:44:40 | INFO | factuality_eval | Successfully extracted facts | question_id=29 | num_facts=10
2025-11-22 17:44:40 | INFO | factuality_eval | Fact extraction succeeded | question_index=29 | num_facts=10
2025-11-22 17:44:47 | INFO | factuality_eval | Successfully extracted facts | question_id=23 | num_facts=5
2025-11-22 17:44:47 | INFO | factuality_eval | Fact extraction succeeded | question_index=23 | num_facts=5
2025-11-22 17:44:49 | INFO | factuality_eval | Successfully extracted facts | question_id=24 | num_facts=10
2025-11-22 17:44:49 | INFO | factuality_eval | Fact extraction succeeded | question_index=24 | num_facts=10
2025-11-22 17:44:55 | INFO | factuality_eval | Successfully extracted facts | question_id=22 | num_facts=9
2025-11-22 17:44:55 | INFO | factuality_eval | Fact extraction succeeded | question_index=22 | num_facts=9
2025-11-22 17:45:05 | INFO | factuality_eval | Successfully extracted facts | question_id=27 | num_facts=9
2025-11-22 17:45:05 | INFO | factuality_eval | Fact extraction succeeded | question_index=27 | num_facts=9
2025-11-22 17:45:05 | INFO | factuality_eval | Completed fact extraction batch | batch_index=3
2025-11-22 17:45:05 | INFO | factuality_eval | Starting fact extraction batch | batch_index=4 | batch_size=10
2025-11-22 17:45:05 | DEBUG | factuality_eval | Extracting facts from answer | question_id=30 | answer_length=647
2025-11-22 17:45:05 | DEBUG | factuality_eval | Extracting facts from answer | question_id=31 | answer_length=674
2025-11-22 17:45:05 | DEBUG | factuality_eval | Extracting facts from answer | question_id=32 | answer_length=725
2025-11-22 17:45:05 | DEBUG | factuality_eval | Extracting facts from answer | question_id=33 | answer_length=401
2025-11-22 17:45:05 | DEBUG | factuality_eval | Extracting facts from answer | question_id=34 | answer_length=759
2025-11-22 17:45:05 | DEBUG | factuality_eval | Extracting facts from answer | question_id=35 | answer_length=569
2025-11-22 17:45:05 | DEBUG | factuality_eval | Extracting facts from answer | question_id=36 | answer_length=568
2025-11-22 17:45:05 | DEBUG | factuality_eval | Extracting facts from answer | question_id=37 | answer_length=310
2025-11-22 17:45:05 | DEBUG | factuality_eval | Extracting facts from answer | question_id=38 | answer_length=715
2025-11-22 17:45:05 | DEBUG | factuality_eval | Extracting facts from answer | question_id=39 | answer_length=534
2025-11-22 17:45:13 | INFO | factuality_eval | Successfully extracted facts | question_id=39 | num_facts=5
2025-11-22 17:45:13 | INFO | factuality_eval | Fact extraction succeeded | question_index=39 | num_facts=5
2025-11-22 17:45:14 | INFO | factuality_eval | Successfully extracted facts | question_id=37 | num_facts=6
2025-11-22 17:45:14 | INFO | factuality_eval | Fact extraction succeeded | question_index=37 | num_facts=6
2025-11-22 17:45:15 | INFO | factuality_eval | Successfully extracted facts | question_id=35 | num_facts=7
2025-11-22 17:45:15 | INFO | factuality_eval | Fact extraction succeeded | question_index=35 | num_facts=7
2025-11-22 17:45:16 | INFO | factuality_eval | Successfully extracted facts | question_id=33 | num_facts=7
2025-11-22 17:45:16 | INFO | factuality_eval | Fact extraction succeeded | question_index=33 | num_facts=7
2025-11-22 17:45:19 | INFO | factuality_eval | Successfully extracted facts | question_id=30 | num_facts=9
2025-11-22 17:45:19 | INFO | factuality_eval | Fact extraction succeeded | question_index=30 | num_facts=9
2025-11-22 17:45:21 | INFO | factuality_eval | Successfully extracted facts | question_id=31 | num_facts=8
2025-11-22 17:45:21 | INFO | factuality_eval | Fact extraction succeeded | question_index=31 | num_facts=8
2025-11-22 17:45:22 | INFO | factuality_eval | Successfully extracted facts | question_id=34 | num_facts=7
2025-11-22 17:45:22 | INFO | factuality_eval | Fact extraction succeeded | question_index=34 | num_facts=7
2025-11-22 17:45:23 | INFO | factuality_eval | Successfully extracted facts | question_id=32 | num_facts=8
2025-11-22 17:45:23 | INFO | factuality_eval | Fact extraction succeeded | question_index=32 | num_facts=8
2025-11-22 17:45:27 | INFO | factuality_eval | Successfully extracted facts | question_id=36 | num_facts=6
2025-11-22 17:45:27 | INFO | factuality_eval | Fact extraction succeeded | question_index=36 | num_facts=6
2025-11-22 17:45:30 | INFO | factuality_eval | Successfully extracted facts | question_id=38 | num_facts=12
2025-11-22 17:45:30 | INFO | factuality_eval | Fact extraction succeeded | question_index=38 | num_facts=12
2025-11-22 17:45:30 | INFO | factuality_eval | Completed fact extraction batch | batch_index=4
2025-11-22 17:45:30 | INFO | factuality_eval | Starting fact extraction batch | batch_index=5 | batch_size=10
2025-11-22 17:45:30 | DEBUG | factuality_eval | Extracting facts from answer | question_id=40 | answer_length=580
2025-11-22 17:45:30 | DEBUG | factuality_eval | Extracting facts from answer | question_id=41 | answer_length=662
2025-11-22 17:45:30 | DEBUG | factuality_eval | Extracting facts from answer | question_id=42 | answer_length=667
2025-11-22 17:45:30 | DEBUG | factuality_eval | Extracting facts from answer | question_id=43 | answer_length=590
2025-11-22 17:45:30 | DEBUG | factuality_eval | Extracting facts from answer | question_id=44 | answer_length=301
2025-11-22 17:45:30 | DEBUG | factuality_eval | Extracting facts from answer | question_id=45 | answer_length=563
2025-11-22 17:45:30 | DEBUG | factuality_eval | Extracting facts from answer | question_id=46 | answer_length=587
2025-11-22 17:45:30 | DEBUG | factuality_eval | Extracting facts from answer | question_id=47 | answer_length=857
2025-11-22 17:45:30 | DEBUG | factuality_eval | Extracting facts from answer | question_id=48 | answer_length=857
2025-11-22 17:45:30 | DEBUG | factuality_eval | Extracting facts from answer | question_id=49 | answer_length=578
2025-11-22 17:45:36 | INFO | factuality_eval | Successfully extracted facts | question_id=44 | num_facts=5
2025-11-22 17:45:36 | INFO | factuality_eval | Fact extraction succeeded | question_index=44 | num_facts=5
2025-11-22 17:45:38 | INFO | factuality_eval | Successfully extracted facts | question_id=46 | num_facts=9
2025-11-22 17:45:38 | INFO | factuality_eval | Fact extraction succeeded | question_index=46 | num_facts=9
2025-11-22 17:45:39 | INFO | factuality_eval | Successfully extracted facts | question_id=45 | num_facts=5
2025-11-22 17:45:39 | INFO | factuality_eval | Fact extraction succeeded | question_index=45 | num_facts=5
2025-11-22 17:45:40 | INFO | factuality_eval | Successfully extracted facts | question_id=40 | num_facts=7
2025-11-22 17:45:40 | INFO | factuality_eval | Fact extraction succeeded | question_index=40 | num_facts=7
2025-11-22 17:45:44 | INFO | factuality_eval | Successfully extracted facts | question_id=47 | num_facts=6
2025-11-22 17:45:44 | INFO | factuality_eval | Fact extraction succeeded | question_index=47 | num_facts=6
2025-11-22 17:45:44 | INFO | factuality_eval | Successfully extracted facts | question_id=48 | num_facts=14
2025-11-22 17:45:44 | INFO | factuality_eval | Fact extraction succeeded | question_index=48 | num_facts=14
2025-11-22 17:45:48 | INFO | factuality_eval | Successfully extracted facts | question_id=42 | num_facts=7
2025-11-22 17:45:48 | INFO | factuality_eval | Fact extraction succeeded | question_index=42 | num_facts=7
2025-11-22 17:45:52 | INFO | factuality_eval | Successfully extracted facts | question_id=43 | num_facts=5
2025-11-22 17:45:52 | INFO | factuality_eval | Fact extraction succeeded | question_index=43 | num_facts=5
2025-11-22 17:46:00 | INFO | factuality_eval | Successfully extracted facts | question_id=41 | num_facts=9
2025-11-22 17:46:00 | INFO | factuality_eval | Fact extraction succeeded | question_index=41 | num_facts=9
2025-11-22 17:46:02 | INFO | factuality_eval | Successfully extracted facts | question_id=49 | num_facts=6
2025-11-22 17:46:02 | INFO | factuality_eval | Fact extraction succeeded | question_index=49 | num_facts=6
2025-11-22 17:46:02 | INFO | factuality_eval | Completed fact extraction batch | batch_index=5
2025-11-22 17:46:02 | INFO | factuality_eval | Running fact validation in batches | num_questions_with_facts=50 | num_batches=5
2025-11-22 17:46:02 | INFO | factuality_eval | Starting fact validation batch | batch_index=1 | batch_size=10
2025-11-22 17:46:02 | DEBUG | factuality_eval | Validating facts | question_id=0 | num_facts=4
2025-11-22 17:46:02 | DEBUG | factuality_eval | Validating facts | question_id=1 | num_facts=5
2025-11-22 17:46:02 | DEBUG | factuality_eval | Validating facts | question_id=2 | num_facts=7
2025-11-22 17:46:02 | DEBUG | factuality_eval | Validating facts | question_id=3 | num_facts=8
2025-11-22 17:46:02 | DEBUG | factuality_eval | Validating facts | question_id=4 | num_facts=10
2025-11-22 17:46:02 | DEBUG | factuality_eval | Validating facts | question_id=5 | num_facts=6
2025-11-22 17:46:02 | DEBUG | factuality_eval | Validating facts | question_id=6 | num_facts=6
2025-11-22 17:46:02 | DEBUG | factuality_eval | Validating facts | question_id=7 | num_facts=9
2025-11-22 17:46:02 | DEBUG | factuality_eval | Validating facts | question_id=8 | num_facts=5
2025-11-22 17:46:02 | DEBUG | factuality_eval | Validating facts | question_id=9 | num_facts=15
2025-11-22 17:47:02 | INFO | factuality_eval | Fact validation succeeded | question_index=1 | num_decisions=5
2025-11-22 17:47:03 | INFO | factuality_eval | Fact validation succeeded | question_index=6 | num_decisions=6
2025-11-22 17:47:04 | INFO | factuality_eval | Fact validation succeeded | question_index=8 | num_decisions=5
2025-11-22 17:47:20 | INFO | factuality_eval | Fact validation succeeded | question_index=2 | num_decisions=7
2025-11-22 17:47:21 | INFO | factuality_eval | Fact validation succeeded | question_index=0 | num_decisions=4
2025-11-22 17:47:36 | INFO | factuality_eval | Fact validation succeeded | question_index=4 | num_decisions=10
2025-11-22 17:47:53 | INFO | factuality_eval | Fact validation succeeded | question_index=7 | num_decisions=9
2025-11-22 17:48:15 | INFO | factuality_eval | Fact validation succeeded | question_index=3 | num_decisions=8
2025-11-22 17:48:21 | INFO | factuality_eval | Fact validation succeeded | question_index=5 | num_decisions=6
2025-11-22 17:48:42 | INFO | factuality_eval | Fact validation succeeded | question_index=9 | num_decisions=15
2025-11-22 17:48:42 | INFO | factuality_eval | Completed fact validation batch | batch_index=1
2025-11-22 17:48:42 | INFO | factuality_eval | Starting fact validation batch | batch_index=2 | batch_size=10
2025-11-22 17:48:42 | DEBUG | factuality_eval | Validating facts | question_id=10 | num_facts=11
2025-11-22 17:48:42 | DEBUG | factuality_eval | Validating facts | question_id=11 | num_facts=10
2025-11-22 17:48:42 | DEBUG | factuality_eval | Validating facts | question_id=12 | num_facts=8
2025-11-22 17:48:42 | DEBUG | factuality_eval | Validating facts | question_id=13 | num_facts=8
2025-11-22 17:48:42 | DEBUG | factuality_eval | Validating facts | question_id=14 | num_facts=10
2025-11-22 17:48:42 | DEBUG | factuality_eval | Validating facts | question_id=15 | num_facts=5
2025-11-22 17:48:42 | DEBUG | factuality_eval | Validating facts | question_id=16 | num_facts=5
2025-11-22 17:48:42 | DEBUG | factuality_eval | Validating facts | question_id=17 | num_facts=7
2025-11-22 17:48:42 | DEBUG | factuality_eval | Validating facts | question_id=18 | num_facts=10
2025-11-22 17:48:42 | DEBUG | factuality_eval | Validating facts | question_id=19 | num_facts=14
2025-11-22 17:49:55 | INFO | factuality_eval | Fact validation succeeded | question_index=16 | num_decisions=5
2025-11-22 17:49:55 | INFO | factuality_eval | Fact validation succeeded | question_index=18 | num_decisions=10
2025-11-22 17:49:59 | INFO | factuality_eval | Fact validation succeeded | question_index=17 | num_decisions=7
2025-11-22 17:50:04 | INFO | factuality_eval | Fact validation succeeded | question_index=15 | num_decisions=5
2025-11-22 17:50:17 | INFO | factuality_eval | Fact validation succeeded | question_index=19 | num_decisions=14
2025-11-22 17:50:19 | INFO | factuality_eval | Fact validation succeeded | question_index=12 | num_decisions=8
2025-11-22 17:50:37 | INFO | factuality_eval | Fact validation succeeded | question_index=14 | num_decisions=10
2025-11-22 17:50:55 | INFO | factuality_eval | Fact validation succeeded | question_index=10 | num_decisions=11
2025-11-22 17:50:59 | INFO | factuality_eval | Fact validation succeeded | question_index=13 | num_decisions=8
2025-11-22 17:51:01 | INFO | factuality_eval | Fact validation succeeded | question_index=11 | num_decisions=10
2025-11-22 17:51:01 | INFO | factuality_eval | Completed fact validation batch | batch_index=2
2025-11-22 17:51:01 | INFO | factuality_eval | Starting fact validation batch | batch_index=3 | batch_size=10
2025-11-22 17:51:01 | DEBUG | factuality_eval | Validating facts | question_id=20 | num_facts=5
2025-11-22 17:51:01 | DEBUG | factuality_eval | Validating facts | question_id=21 | num_facts=14
2025-11-22 17:51:01 | DEBUG | factuality_eval | Validating facts | question_id=22 | num_facts=9
2025-11-22 17:51:01 | DEBUG | factuality_eval | Validating facts | question_id=23 | num_facts=5
2025-11-22 17:51:01 | DEBUG | factuality_eval | Validating facts | question_id=24 | num_facts=10
2025-11-22 17:51:01 | DEBUG | factuality_eval | Validating facts | question_id=25 | num_facts=13
2025-11-22 17:51:01 | DEBUG | factuality_eval | Validating facts | question_id=26 | num_facts=7
2025-11-22 17:51:01 | DEBUG | factuality_eval | Validating facts | question_id=27 | num_facts=9
2025-11-22 17:51:01 | DEBUG | factuality_eval | Validating facts | question_id=28 | num_facts=7
2025-11-22 17:51:01 | DEBUG | factuality_eval | Validating facts | question_id=29 | num_facts=10
2025-11-22 17:51:49 | INFO | factuality_eval | Fact validation succeeded | question_index=23 | num_decisions=5
2025-11-22 17:52:27 | INFO | factuality_eval | Fact validation succeeded | question_index=26 | num_decisions=7
2025-11-22 17:52:35 | INFO | factuality_eval | Fact validation succeeded | question_index=25 | num_decisions=13
2025-11-22 17:52:49 | INFO | factuality_eval | Fact validation succeeded | question_index=21 | num_decisions=14
2025-11-22 17:52:52 | INFO | factuality_eval | Fact validation succeeded | question_index=27 | num_decisions=9
2025-11-22 17:53:01 | INFO | factuality_eval | Fact validation succeeded | question_index=28 | num_decisions=7
2025-11-22 17:53:04 | INFO | factuality_eval | Fact validation succeeded | question_index=20 | num_decisions=5
2025-11-22 17:53:16 | INFO | factuality_eval | Fact validation succeeded | question_index=22 | num_decisions=9
2025-11-22 17:53:40 | INFO | factuality_eval | Fact validation succeeded | question_index=29 | num_decisions=10
2025-11-22 17:53:41 | INFO | factuality_eval | Fact validation succeeded | question_index=24 | num_decisions=10
2025-11-22 17:53:41 | INFO | factuality_eval | Completed fact validation batch | batch_index=3
2025-11-22 17:53:41 | INFO | factuality_eval | Starting fact validation batch | batch_index=4 | batch_size=10
2025-11-22 17:53:41 | DEBUG | factuality_eval | Validating facts | question_id=30 | num_facts=9
2025-11-22 17:53:41 | DEBUG | factuality_eval | Validating facts | question_id=31 | num_facts=8
2025-11-22 17:53:41 | DEBUG | factuality_eval | Validating facts | question_id=32 | num_facts=8
2025-11-22 17:53:41 | DEBUG | factuality_eval | Validating facts | question_id=33 | num_facts=7
2025-11-22 17:53:41 | DEBUG | factuality_eval | Validating facts | question_id=34 | num_facts=7
2025-11-22 17:53:41 | DEBUG | factuality_eval | Validating facts | question_id=35 | num_facts=7
2025-11-22 17:53:41 | DEBUG | factuality_eval | Validating facts | question_id=36 | num_facts=6
2025-11-22 17:53:41 | DEBUG | factuality_eval | Validating facts | question_id=37 | num_facts=6
2025-11-22 17:53:41 | DEBUG | factuality_eval | Validating facts | question_id=38 | num_facts=12
2025-11-22 17:53:41 | DEBUG | factuality_eval | Validating facts | question_id=39 | num_facts=5
2025-11-22 17:54:52 | INFO | factuality_eval | Fact validation succeeded | question_index=39 | num_decisions=5
2025-11-22 17:54:57 | INFO | factuality_eval | Fact validation succeeded | question_index=36 | num_decisions=6
2025-11-22 17:55:00 | INFO | factuality_eval | Fact validation succeeded | question_index=38 | num_decisions=12
2025-11-22 17:55:10 | INFO | factuality_eval | Fact validation succeeded | question_index=31 | num_decisions=8
2025-11-22 17:55:18 | INFO | factuality_eval | Fact validation succeeded | question_index=35 | num_decisions=7
2025-11-22 17:55:19 | INFO | factuality_eval | Fact validation succeeded | question_index=32 | num_decisions=8
2025-11-22 17:55:24 | INFO | factuality_eval | Fact validation succeeded | question_index=30 | num_decisions=9
2025-11-22 17:55:25 | INFO | factuality_eval | Fact validation succeeded | question_index=37 | num_decisions=6
2025-11-22 17:55:39 | INFO | factuality_eval | Fact validation succeeded | question_index=33 | num_decisions=7
2025-11-22 17:55:56 | INFO | factuality_eval | Fact validation succeeded | question_index=34 | num_decisions=7
2025-11-22 17:55:56 | INFO | factuality_eval | Completed fact validation batch | batch_index=4
2025-11-22 17:55:56 | INFO | factuality_eval | Starting fact validation batch | batch_index=5 | batch_size=10
2025-11-22 17:55:56 | DEBUG | factuality_eval | Validating facts | question_id=40 | num_facts=7
2025-11-22 17:55:56 | DEBUG | factuality_eval | Validating facts | question_id=41 | num_facts=9
2025-11-22 17:55:56 | DEBUG | factuality_eval | Validating facts | question_id=42 | num_facts=7
2025-11-22 17:55:56 | DEBUG | factuality_eval | Validating facts | question_id=43 | num_facts=5
2025-11-22 17:55:56 | DEBUG | factuality_eval | Validating facts | question_id=44 | num_facts=5
2025-11-22 17:55:56 | DEBUG | factuality_eval | Validating facts | question_id=45 | num_facts=5
2025-11-22 17:55:56 | DEBUG | factuality_eval | Validating facts | question_id=46 | num_facts=9
2025-11-22 17:55:56 | DEBUG | factuality_eval | Validating facts | question_id=47 | num_facts=6
2025-11-22 17:55:56 | DEBUG | factuality_eval | Validating facts | question_id=48 | num_facts=14
2025-11-22 17:55:56 | DEBUG | factuality_eval | Validating facts | question_id=49 | num_facts=6
2025-11-22 17:56:47 | INFO | factuality_eval | Fact validation succeeded | question_index=44 | num_decisions=5
2025-11-22 17:56:58 | INFO | factuality_eval | Fact validation succeeded | question_index=49 | num_decisions=6
2025-11-22 17:57:10 | INFO | factuality_eval | Fact validation succeeded | question_index=46 | num_decisions=9
2025-11-22 17:57:19 | INFO | factuality_eval | Fact validation succeeded | question_index=43 | num_decisions=5
2025-11-22 17:57:19 | INFO | factuality_eval | Fact validation succeeded | question_index=40 | num_decisions=7
2025-11-22 17:57:40 | INFO | factuality_eval | Fact validation succeeded | question_index=45 | num_decisions=5
2025-11-22 17:57:41 | INFO | factuality_eval | Fact validation succeeded | question_index=42 | num_decisions=7
2025-11-22 17:57:46 | INFO | factuality_eval | Fact validation succeeded | question_index=41 | num_decisions=9
2025-11-22 17:57:58 | INFO | factuality_eval | Fact validation succeeded | question_index=48 | num_decisions=14
2025-11-22 17:58:01 | INFO | factuality_eval | Fact validation succeeded | question_index=47 | num_decisions=6
